,primary_title,runtime_minutes,genres_x,release_date,production_budget,domestic_gross,worldwide_gross,total_profit,content_rating,directors,actors
356,Beginners,105.0,"Comedy,Drama,Romance","Jun 3, 2011",3200000,5790894,14314407,11114407,R,Mike Mills,"Ewan McGregor, Christopher Plummer, Goran Visnjic, Kai Lennox, Mary Page Keller, Mélanie Laurent, Keegan Boos, China Jesusita Shavers, Melissa Tang, Amanda Payton, Luke Diliberto, Lou Taylor Pucci, Bill Oberst Jr., Jessica Elder, Bambadjan Bamba, Hana Hwang, Samuel T. Ritter, Jennifer Lauren Grant, Reynaldo Pacheco, Jodi Long, Bruce French, Leslie Shea, Michael Chieffo, Jennifer Hasty, Rodney Saulsberry, June Sanders, Catherine McGoohan, Terry Walters, Lana Young, Algerita Wynn Lewis, Regina McKee Redwing, Sunday Burke, Patrick Birkett, Sabera Wise, Rafael J. Noble, José Yenque, T.G. Cody, Ton Suckhasem, Charly Valentino, Seth Walker, Patrick Scott, Michael Wilhelms"
357,Youth,124.0,"Comedy,Drama,Music","Dec 4, 2015",13000000,2703296,24001573,11001573,R,Paolo Sorrentino,"Michael Caine, Harvey Keitel, Rachel Weisz, Paul Dano, Jane Fonda, Poppy Corby-Tuech, Alex MacQueen, Tom Lipinski, Ed Stoppard, Madalina Ghenea, Emilia Jones, Chloe Pirrie, Rebecca Calder, Elizabeth Kinnear, Richard Banks, Loredana Cannata, Gabriela Belisario, Laura De Marchi, Ian Keir Attard, Adam Jackson-Smith, Dorji Wangchuk, Mark Kozelek, Rolly Serrano, Nate Dern, Alex Beckett, Mark Gessner, Luna Mijovic, Vincent Wolterbeek, Wolfgang Michael, Cornelia Marxer, Heidi Maria Glossner, Helmut Förnbacher, Paloma Faith, Robert Seethaler, Alessandro Soriano, Maria letizia Gorga, Leo Artin, Attilio Zampieri, Aldo Ralli, Alexander Seibt, Kaspar Weiss, Sarah Amitrano, Portia Reiners, Leoni Staubli, Alice Bauer, Anabel Kutay, Paulina Jurgens, Beatrice Walker, Veronika Dash, Eugenia Caruso, Josie Taylor, Melinda Bokor, Jasmin Barbara Mairhofer, Celine Peruzzo, Bleta Jahaj, Lydia Rattei, Ashley Bryant, Beatrice Curnew, Tatiana Luter, Valentina Vujovic, Julia Danuser, Svenja Hassig, Lola Tobelem, Annámaria Cseh, Dominique Leidner, Daniela Bollinger, Felicitas Heyerick, Carolina Carlsson, Pascal Fleury, Sonia Gessner, Viktoria Mullova, Sumi Jo, Gabriella Belisario, Roly Serrano"
358,Vice,132.0,"Biography,Comedy,Drama","Dec 25, 2018",60000000,47836282,70883171,10883171,R,Brian A. Miller,"Thomas Jane, Bruce Willis, Ambyr Childers, Brett Granstaff, Charlotte Kirk, Ryan O'Nan, Bryan Greenberg, Johnathon Schaech, David Gordon, Colin Egglesfield, Cameron Brexler, Jesse Pruett, Tyler Olson, Don Harvey, Nikki BreAnne Wells, Douglas M. Griffin, Martin Blencowe, Damon Lipari, Ashley Kirk, Heather Alexandra, Ric Miller, Tamara Belous, Courtney Turk, Emily June Ellis, Eddie Matthews, Grant Koo, Gene Murrell, Stephen Cyrus Sepher, Valerie Theobald, Geoff Reeves, Valerie Theobaldt, Rachel Lantham, Tyler Jon Olson"
359,Vice,132.0,"Biography,Comedy,Drama","Dec 25, 2018",60000000,47836282,70883171,10883171,R,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell, Alison Pill, Lily Rabe, Tyler Perry, Justin Kirk, LisaGay Hamilton, Shea Whigham, Eddie Marsan, Jesse Plemons, Adam McKay, Vanessa Cloke, Tiffany Smith, Ronald Reagan, Abigail Marlowe, Bill Camp, Jimmy Carter, Fay Masterson, Bob Stephenson, Casey Sander, Don R. McManus, Jamie Bernadette, Barack Obama, Adam Bartley, Osama Bin Laden, John Hillner, Jillian Armenante, Osama Bin Laden, Scott Christopher, Tara Nicole Hughes, Richard Nixon, Jeff Bosley, Melody Hollis, Harvey B. Jackson, Tim Winters, Pilar Holland, Alex Knight, Brandon Sklenar, Roman Mitichyan, Violet Hicks, Matt Nolan, Brandon Firla, Mark Bramhall, Kevin Symons, Robert L. Hughes, Daniel Bruington, John Burke, Rocky Bonifield, Alina Zilbershmidt, Matt Champagne, Delpaneaux Wills, Nick Drago, Sabina Nogic, Kirk Bovill, Fabiana Rares, Christopher M. Campos, Treisa Gary, Damon O'Daniel, Joe Sabatino, David Fabrizio, William Goldman, Abraham Justice, Amir Malaklou, Edward Fletcher, Paul Perri, Rome Stephens, Stephen Adly Guirgis, Kyle S. More, Dustin Green, Andrea Wright, Vishesh Chachra, Al Wexo, Dayna Brand, Jeff Witzke, Shannon Mosley, Aidan Gail, Trent Walker, Chris Dougherty, Chet Grissom, Scott Subiono, Joey Brooks, Angela Leib, Holly Hawkins, Lucky Harmon, Melissa Schumacher, Omid Zader, Liz Burnette, Joseph Beck, Stewart J. Zully, Matthew Jacobs, Michael DiBacco, Stephen Friedrich, Allie Pratt, Grace Rowe, Todd Brotze, Scott Alan Smith, Calissa Hatfield"
360,Young Adult,94.0,"Comedy,Drama","Dec 9, 2011",12000000,16311571,22750356,10750356,R,Jason Reitman,"Charlize Theron, Patton Oswalt, Patrick Wilson, Elizabeth Reaser, Collette Wolfe, Jill Eikenberry, Richard Bekins, Mary Beth Hurt, Kate Nowlin, Jenny Dare Paulin, Rebecca Hart, Louisa Krause, Elizabeth Ward Land, Brian McElhaney, Hettienne Park, John Forest, Rightor Doyle, Brady Smith, Timothy Young, Erin Darke, Jee Young Han, Ella Rae Peck, Aleisha Allen, Matt Wilson, Orlagh Cassidy, Charles Techman, Emily Meade, Neil Hellegers, Michael Nathanson"
361,Hot Pursuit,87.0,"Action,Comedy,Crime","May 8, 2015",35000000,34580201,45671512,10671512,PG-13,Steven Lisberger,"John Cusack, Robert Loggia, Wendy Gazelle, Jerry Stiller, Monte Markham, Shelley Fabares, Ursaline Bryant-King, Dah-Ve Chodan, Ben Stiller, Terence Cooper, Andaluz Russell, Ursaline Bryant, Keith David, Miguel Ángel Fuentes, Paul Bates, Martin LaSalle, Ted White, Roberto Sneider, Andrew Cochrane, Frank Tidy, Laurencio Cordero, Roger Cudney"
362,Hot Pursuit,87.0,"Action,Comedy,Crime","May 8, 2015",35000000,34580201,45671512,10671512,PG-13,Anne Fletcher,"Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Mike Birbiglia, Michael Mosley, John Carroll Lynch, Robert Kazinsky, Richard T. Jones, Kenneth Kynt Bryan, Vincent Laresca, Graham Harley, Jodi Lyn Brockton, Benny Nieves, Michael Ray Escamilla, Joaquín Cosio, Jim Gaffigan, Dave Jensen, Evaluna Montaner, Marcus Lyle Brown, Manolo Gonzales, Kim Collins, Harlon Miller, Nicondra Norwood, Rachel Wulff, Phil Anaya, Janette Sepwa, Joe Camp III, Kathleen Fletcher, Anne Fletcher, Oscar Gale, Jaylen Moore, Carol Sutton, Peaches Davis, María Alejandra Pérez, Fallingstar Locke, Kayla Cangiamilla, Leslie Ivette Quezada, Millarel Ormazabal, Natalie Legendre, Zachary Woodlee, Keaton Margaret-Marie Luster, Abigail James Witherspoon, Maggie Hance, Noel Rathe, Precious Roberson, Bryce Romero, Leticia Magaña, Josue Gutierrez"
363,Fright Night,106.0,"Comedy,Horror","Aug 19, 2011",30000000,18298649,40520649,10520649,R,Tom Holland,"Chris Sarandon, Roddy McDowall, William Ragsdale, Amanda Bearse, Stephen Geoffreys, Jonathan Stark, Dorothy Fielding, Art Evans, Stewart Stern, Nick Savage, Jackie Burch, Ernie Holmes, Steven Hilliard Stern, Prince A. Hughes, Heidi Sorenson, Irina Irvine, Bob Corff, Robert Corff, Pamela Brown, Chris Hendrie, Prince Hughes"
364,Fright Night,106.0,"Comedy,Horror","Aug 19, 2011",30000000,18298649,40520649,10520649,R,Craig Gillespie,"Anton Yelchin, Colin Farrell, Toni Collette, Christopher Mintz-Plasse, David Tennant, Imogen Poots, Dave Franco, Reid Ewing, Will Denton, Sandra Vergara, Emily Montague, Chris Sarandon, Grace Phipps, Chelsea Tavares, Lisa Loeb, Brian Huskey, Mike Miller, Marya Beauvais, Kent Kirkpatrick, Arron Shiver, Rick A. Ortega, Jr., Charlie Brown, Rebekah Wiggins, Eb Lottimer, Liezl Carstens, Laura Aidan, Alma Sisneros, Bruce Holmes, Christopher Ranney, Lovie Johnson, Jerry G. Angelo, Tait Fletcher, Kevin Christopher Brown, Jesse Pickett, William H. Burton, Bonnie Morgan, Michelle Waterson, Paula Francis, Dave Courvoisier"
365,The Sessions,95.0,"Biography,Comedy,Drama","Oct 19, 2012",1000000,6002451,11495204,10495204,R,Ben Lewin,"John Hawkes, Helen Hunt, William H. Macy, Annika Marks, Moon Bloodgood, Adam Arkin, Rhea Perlman, W. Earl Brown, Robin Weigert, Blake Lindsley, Ming Lo, Jennifer Kumiyama, Rusty Schwimmer, Jimmy Martinez, Tobias Forrest, Jarrod Bailey, Paul Maclean, Phoebe Lewin, Jonathan Hanrahan, Jason Jack Edwards, J. Teddy Garces, Daniel Quinn, B.J. Clinkscales, Terry"
366,What's Your Number?,106.0,"Comedy,Romance","Sep 30, 2011",20000000,14011084,30163785,10163785,R,Mark Mylod,"Anna Faris, Chris Evans, Ari Graynor, Blythe Danner, Ed Begley Jr., Oliver Jackson-Cohen, Heather Burns, Eliza Coupe, Kate Simses, Tika Sumpter, Joel McHale, Jacquelyn Doucette, Chris Pratt, Denise Vasi, Sondra James, Zachary Quinto, Jason Bowen, Danielle Perry, Tyler Peck, Mike Vogel, Martin Freeman, Andy Samberg, Nadine Jacobson, Colby Parsons, Thomas Lennon, Anthony Mackie, Lonnie Farmer, Ivana Milicevic, Dave Annable, Aziz Ansari, Ed Jewett, Bronwen Booth, Ben Hanson, Elio Lo Russo, Dale Place, Alyana Barbosa, Molly Goldfarb, Jack Walsh, Henry J. Grabowski"
367,Just My Luck,,Comedy,"May 12, 2006",28000000,17326650,38159905,10159905,PG-13,Donald Petrie,"Lindsay Lohan, Chris Pine, Faizon Love, Missi Pyle, Samaire Armstrong, McFly, Bree Turner, Carlos Ponce, Makenzie Vega, Tovah Feldshuh, Dan Jones, Jaqueline Fleming, Dane Rhodes, Mikki Val, Ira Hawkins, J.C. Sealy, Jacqueline Fleming, Marcus Hester, Ameer Baraka, Anne Ewen, Tobi Gadison Brown, Thomas Hyde III, Mark Cameron Wystrach, Strawn Bovee, Gerry Vichi, Dennis Wit, Thomas Tyde, Kenny Alfonso, Ray Garvey, Rome Kanda, Jon Manfrellotti, Jennifer Rose Koelfgen, Deanna Miller, Lawrence C. Gamell Jr., Tom Fletcher, Danny Jones, Harry Judd, Dougie Poynter, Erik Liberman, Al Roffe, Dean Cochran, Mary Firestone, Matthew Morgan, Dariush Vollenweider, Denis Gawley, Russ Klein, Loring Murtha, Kevin Scanlon, Dave Jensen, J.P. Patterson, Lara Shriftman, Kathy Tong, Frank Ferrara, Kasie Head, John Bernard Martin, Alexandra Apjarova, Christine Van Loo, Jennifer Arden, Tiffany J. Billiot, Aurielle Brimmer, Jarrod Cashe, Michelle N. Gibson, Kerry Lambert, Matthew Ragas, Luke Sexton, Jennifer Van Kanegon, Christopher Ware, Paul Dufrene IV, Michelle Lamb, Adrian M. Lindsey, Misty Marshall, Pete Anthony"
368,The Edge of Seventeen,104.0,"Comedy,Drama","Nov 18, 2016",9000000,14431633,19096003,10096003,R,Kelly Fremon Craig,"Hailee Steinfeld, Woody Harrelson, Kyra Sedgwick, Haley Lu Richardson, Blake Jenner, Katie Stuart, Hayden Szeto, Eric Keenleyside, Nesta Cooper, Alexander Calvert, Lina Renna"
369,Somewhere,97.0,"Comedy,Drama","Dec 22, 2010",7000000,1785645,17023121,10023121,R,Sofia Coppola,"Stephen Dorff, Elle Fanning, Chris Pontius, Lala Sloatman, Benicio Del Toro, Kristina Shannon, Karissa Shannon, Amanda Anka, Ellie Kemper, Michelle Monaghan, Sylvia Desrochers, John Prudhont, Ruby Corley, Angela Lindvall, Erin Wasson, Alexandra Williams, Nathalie Fay, Maryna Linchuk, Meghan Collision, Meghan Collison, Jessica Renae Miller, Renee Roca, Aurélien Wiik, Lauren Hastings, Brian Gattas, Randa Walker, Christopher James Taylor, Silvia Bizio, Noel de Souza, Lisa Lu, Alexander Nevsky, Aida Takla-O'Reilly, Emanuel Levy, H.J. Park, Jordu Schell, Joey Rocket, Jack Firman, Jr., lo Bottoms, Io Bottoms, Paul Greene, Eliza Coupe, Nicole Trunfio, Timothy Starks, Mary McNeal, Ferruccio Calamari, Antonio Bracciani, Davidé Borella, Nunzio Alfredo Pupi d'Angieri, Jo Champa, Greta Zamparini, Stefano Fiorentino, Laura Chiatti, Giorgia Surina, Simona Ventura, Nino Frassica, Maurizio Nichetti, Paola Turani, Marica Pellegrinelli, Valeria Marini, Martina Chiriaco, Jennifer Iacono, Angela Lanotte, Simona Lucia Tauro, Marco Gandolfi Vannini, Philip Pavel, Romulo Laki, Damián Delgado, Laura Ramsey, Nathalie Love, Caitlin Keats, David Jean Thomas, Peter McKernan Jr., Peter McKernan, Sr., Patrick McKernan, C.C. Sheffield, Ray Garcia"
370,Just Wright,100.0,"Comedy,Romance,Sport","May 14, 2010",12000000,21540363,21867665,9867665,PG,Sanaa Hamri,"Queen Latifah, Common, Paula Patton, Phylicia Rashad, Mehcad Brooks, Pam Grier, James Pickens Jr., Laz Alonso, Michael Landes, Dwight Howard, Dwyane Wade, Rashard Lewis, Jalen Rose, Rajon Rondo, Marv Albert, Kenny Smith, Stuart Scott, Elton Brand, Bobby Simmons, Mike Fratello, J.J. Thorne, Tim Walsh, Rod Thorn, Leo Ehrline, Richard D'Alessandro, Lindsay Michelle Nader, Peter Hermann, Kim Strother, Leo Allen, Richard D'Allesandro, Terence Blanchard, Fabian Almazan, Ben Street, Kendrick Scott, Brély Evans, Rupak Ginn, Paolo Montalban, Allen Iaccarino, Marty Krzywonos, Joe Felix, Lauren Dellolio, Deborah S. Craig, Neville Page, Otis Best Jr., Divine Compere, Larkey Cummings, Gustavo Cunha, Kedric Dines Jr., Corey Elvin, Andrew Lewis, Carter Lewis, Michael Murry, DeAndre Pierre, Lance Rivera Jr., Iman Watson, Elijah Wright"
371,The Nice Guys,116.0,"Action,Comedy,Crime","May 20, 2016",50000000,36261763,59596747,9596747,R,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice, Margaret Qualley, Yaya DaCosta, Keith David, Beau Knapp, Lois Smith, Matt Bomer, Murielle Telio, Gil Gerard, Daisy Tahan, Kim Basinger, Jack Kilmer, Ty Simpkins, Lance Valentine Butler, Cayla Brady, Tammi Arender, Rebecca Rusk, Terrence Rosemore, Michelle Rivera, Amy Goddard, Joanne Spracklen, Greg Lindsay, Maddie Compton, J. Todd Anderson, Meredith Ann Berg, Ward Roberts, Ryan Powers, Lauren Bair, Zarah Kulczycki, Hana Yuka Sano, Rachele Brooke Smith, Milo Wesley, Matthew Warzel, Angie Everhart, Yvonne Zima, Lexi Johnson, Gary Weeks, Charles Green, Gary Wolf, Hannibal Buress, Steve Wilder, Michael Beasley, Dominic Bagarozzi, Frank Mottek, Nathan Scott, Lauren Marini, Yuka Sano, Marvin Ross, Adriana Karras, Marilyn Chen, Jordan Hairston, Josh Hoover, Chloe Hurst, Garrett Carpenter, Hank Quillen, Carson Meyer, John L. Morris, Karrueche Tran"
372,Bachelorette,87.0,"Comedy,Romance","Sep 7, 2012",3000000,446770,12577401,9577401,R,Leslye Headland,"Kirsten Dunst, Isla Fisher, Lizzy Caplan, James Marsden, Adam Scott, Kyle Bornheimer, Rebel Wilson, Hayes MacArthur, Arden Myrin, Ella Rae Peck, Paul Corning Jr., Andy Rannells, Anna Rose Hopkins, Sue Jean Kim, Horatio Sanz, Ann Dowd, Megan Neuringer, Leslie Meisel, Jenn Schatz, Beth Hoyt, Shauna Miles, Melissa Stephens, Chris Cardona, June Diane Raphael, Candy Buckley, Alden Ford, Erik Parian"
373,A Street Cat Named Bob,103.0,"Biography,Comedy,Drama","Nov 18, 2016",8000000,82703,17382693,9382693,NR,Roger Spottiswoode,"Luke Treadaway, Ruta Gedmintas, Joanne Froggatt, Anthony Head, Beth Goddard, Darren Evans, Caroline Goodall, Ruth Sheen, Nina Wadia, Ivana Basic, Lorraine Ashbourne, Daniel Fearn, Adam Riches, Nadine Marshall, John Henshaw"
374,Frances Ha,86.0,"Comedy,Drama,Romance","May 17, 2013",3000000,4067398,11262769,8262769,R,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Charlotte D'Amboise, Adam Driver, Michael Zegen, Grace Gummer, Hannah Dunne, Michael Esper, Patrick Heusinger, Josh Hamilton, Cindy Katz, Maya Kazan, Justine Lupe, Britta Phillips, Juliet Rylance, Dean Wareham"
375,Meet the Blacks,94.0,"Comedy,Horror","Apr 1, 2016",900000,9097072,9097072,8197072,R,Deon Taylor,"Mike Epps, Charlie Murphy, Andrew Bachelor, Bresha Webb, George Lopez, Lil Duval, Zulay Henao, Alex Henderson, Mike Tyson, DeRay Davis, Perez Hilton, Kathrien Ahn, Michael Blackson, Kate Enggren, Phil Austin, Jeffrey T Ferguson, Michael Caradonna, Gary Owen"
376,Le Havre,93.0,"Comedy,Drama","Oct 21, 2011",5500000,611709,13480196,7980196,PG,Aki Kaurismäki,"André Wilms, Kati Outinen, Jean-Pierre Darroussin, Blondin Miguel, Elina Salo, Evelyne Didi, Nguyen Quoc Dung, Quoc-Dung Nguyen, Laika, François Monnié, Roberto Piazza, Pierre Étaix, Jean-Pierre Léaud, Bob Little"
377,Arthur,110.0,"Comedy,Romance","Apr 8, 2011",40000000,33035397,47787943,7787943,PG,Steve Gordon,"Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald, Jill Eikenberry, Stephen Elliott, Ted Ross, Barney Martin, Thomas Barbour, Anne De Salvo, Marjorie Barnes, Jonathan Coleman, Dillon Evans, Howard Feuer, Maurice Copeland, Justine Johnston, Ron Moody, Paul Vincent, Jeremy Ritzer, Juliet Taylor, Mary Alan Hokanson, Paul Gleason, Phyllis Somerville, Irving Metzman, Florence Tarlow, Lou Jacobi, Gordon Press, Marcella Lowry, Jerome Collamore, Mark Fleischmann, Helen Hanft, John Bentley, Bob Maroff, Raymond Serra, Marcella Lowery, Peter Evans, Richard Hamilton, George Riddle, Ray Serra, Lawrence Tierney, Bobo Lewis, B. Constance Barry, Edgard Mourino"
378,Arthur,110.0,"Comedy,Romance","Apr 8, 2011",40000000,33035397,47787943,7787943,PG-13,Jason Winer,"Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James, Luis Guzman, Nick Nolte, Christina Calph, Murphy Guyer, Jose Ramon Rosario, John Hodgman, Scott Adsit, Evander Holyfield, Peter Van Wagner, Robert Clohessy, Ed Herbstman, Jared Parker, Tom Toner, Richard Bekins, Matt Malloy, Nigel Barker, Tuffy Questell, Sara Chase, Ali Farahnakian, Kimberly Pauley, Brian McElhaney, Charlie Hewson, Peter Brouwer, Saul Stein, Stink Fisher, Debbie Lee Jones, Pascal Yen-Pfister, Dylan Clark Marshall, Steve Rosen, Leslie Hendrix, George Feaster, Ed Jewett, John Carrafa, Jennie Eisenhower, Sean G. Tarjoto, Pamela Holden Stewart, Skai Jackson, Tori Feinstein, Jackson Nicoll, Caden Draper, Jase Draper"
379,Lottery Ticket,99.0,Comedy,"Aug 20, 2010",17000000,24719879,24719879,7719879,PG-13,Erik White,"Bow Wow, Brandon T. Jackson, Naturi Naughton, Loretta Devine, Ice Cube, Keith David, Terry Crews, Mike Epps, Charlie Murphy, Bill Bellamy, Gbenga Akinnagbe, Chris Williams (XII), Vince Green, Leslie Jones, Malieek Straughter, Jason Weaver, Teairra Mari, Fahim Najm, T-Pain, Stacie Davis, Andre Mayon, D.J. ""Bishop"" Rogers, Brittany Eady, Timfreit D'Rane, Mike Pniewski, Sky Cameron, Eric J. Little, Taneka Johnson, Tonea Stewart, IronE Singleton, Darryl D. Moore, Danielle Lewis, Shantis Thompson, Maria Duarte, Miko Defoor, Bobby L. Graham, Sr., L. Stephanie Ray, Lance Toland, Carl Rydlund"
380,Made in Dagenham,113.0,"Biography,Comedy,Drama","Nov 19, 2010",8000000,1095369,15644196,7644196,R,Nigel Cole,"Sally Hawkins, Bob Hoskins, Miranda Richardson, Geraldine James, Rupert Graves, Rosamund Pike, Richard Schiff, Andrea Riseborough, Daniel Mays, Jaime Winstone, Lorraine Stanley, Nicola Duffett, Matt Aubrey, Roger Lloyd-Pack, Phil Cornwell, Karen Seacombe, Thomas Arnold, Sian Scott, Robbie Kay, Andrew Lincoln, Joseph Mawle, Kenneth Cranham, Gina Bramhill, Marcus Hutton, Joseph Kloska, Miles Jupp, Frank Baker, Philip Perry, Peter-Hugo Daly, Simon Armstrong, Matilda Cole, Romy Taylor, Angus Barnett, Birgitta Bernhard, Laurie Cannon, William Ivory, Nico Tatarowicz, Denis Gilmore, Danny Huston, Mitchell Mullen, John Sessions, Matt King, Noah Taylor, Victoria Watkins, Craig Randall, David Bond, Simon Nehan"
381,While We're Young,97.0,"Comedy,Drama,Mystery","Mar 27, 2015",10000000,7582065,17503828,7503828,R,Noah Baumbach,"Ben Stiller, Naomi Watts, Amanda Seyfried, Adam Driver, Maria Dizzia, Dree Hemingway, Matthew Shear, Annie Baker, Quincy Tyler Bernstine, Adam Horovitz, Matthew Maher, Charles Grodin, Peter Yarrow, Bonnie Kaufman, Hector Otero"
382,The Collector,94.0,"Action,Comedy","Jul 31, 2009",3000000,7712114,10473836,7473836,R,Marcus Dunstan,"Josh Stewart, Michael Reilly Burke, Andrea Roth, Juan Fernández, Daniella Alonso, Madeline Zima, Karley Scott Collins, Robert Wisdom"
383,The Collector,94.0,"Action,Comedy","Jul 31, 2009",3000000,7712114,10473836,7473836,NR,William Wyler,"Terence Stamp, Samantha Eggar, Mona Washbourne, Maurice Dallimore, William Beckley, Gordon Barclay, David Haviland"
384,The Collector,94.0,"Action,Comedy","Jul 31, 2009",3000000,7712114,10473836,7473836,NR,,
385,Our Family Wedding,103.0,"Comedy,Romance","Mar 12, 2010",14000000,20255281,21410546,7410546,PG-13,Rick Famuyiwa,"Forest Whitaker, America Ferrera, Lance Gross, Carlos Mencia, Regina King, Diana Maria Riva, Lupe Ontiveros, Anjelah Johnson-Reyes, Charlie Murphy, Taye Diggs, Fred Armisen, Shannyn Sossamon, Tonita Castro, Anna Maria Horsford, Warren Sapp, Skylan Brooks, Shondrella Avery, Sterling Ardrey, Skylan Banks, Castulo Guerra, Joseph Mencia, Vivek Shah, Matt Sauter, Paul Costa, Joaquin Pastor, James Lesure, Alejandro Patiño, Skylan Guerra, Jacqueline Mazarella, Joseph Vassallo, Ella Joyce, Sy Richardson, Noel Gugliemi, Charles Grisham, Caroline Aaron, Mimi Michaels, Carlee Avers, Gordon James, Hayley Marie Norman, Gina Rodriguez, Gabriel G. Alvarez"
386,Bobby,142.0,"Comedy,Romance","Nov 17, 2006",14000000,11242801,20597806,6597806,R,Emilio Estevez,"Laurence Fishburne, Heather Graham, Anthony Hopkins, Harry Belafonte, Joy Bryant, Nick Cannon, Emilio Estevez, Brian Geraghty, Helen Hunt, Joshua Jackson, Ashton Kutcher, Shia LaBeouf, Lindsay Lohan, William H. Macy, Demi Moore, Freddy Rodriguez, Martin Sheen, Christian Slater, Sharon Stone, Jacob Vargas, Mary Elizabeth Winstead, Elijah Wood, David Krumholtz, Svetlana Metkina, Gene Borkan, London Bridges, Tony Colitti, Jose Del Mar, Mario Di Donato, Steve Forbess, Dave Fraunces, Spencer Garrett, David Kobzantsev, John LavachieIIi, Sonja Magdevski, Sonja Madevski, Kevin McCorkle, Scoot McNairy, Martin Morales, Joel Munoz, Louis Mustillo, Orlando Seale, Denny Seiwell, Oren Skoog, Joe Torrenueva, Mike Nowak"
387,Swingers,,Comedy,"Oct 18, 1996",200000,4505922,6618578,6418578,R,Doug Liman,"Jon Favreau, Vince Vaughn, Ron Livingston, Patrick Van Horn, Alex Désert, Deena Martin, Katherine Kendall, Brooke Langton, Blake Lindsley, Heather Graham, Kevin James Kelly, Stephanie Ittleson, Vernon Vaughn, Maddie Corman, Jan Dykstra, Rio Hackford, Marty and Elayne, Stasea Rosenblum, Sheri Rosenblum, Pamela Shaw, Tom Alley, Phil Dixon, Ashley M. Rogers, Jay Diola, Nicholas Gagliarducci, David Gould, Bill Phillips, Mensur Hamud, Ahmed Ahmed, Eufemia Plimpton, Melinda Starr, Samantha Lemole, Jessica Buchman, Caroline O'Meara, Gary Aurbach, Brad Halvorson, Christopher A. Joyce, Edward L. Rissien, Jenna Rissien, Mark Smith, John Abraham, Rachel Gallagan, Lisa Guerriero, Thomas Hall, Damiana Kamishin, Curtis Lindersmith, Jennifer Lucero, Pinki Marsolek, Rhonda Martin, Martina Migenes, Paul Mojica, Sam Mollo, Jacob Morris, Michael Scott, Bernard Serrano, Rosalind Smith, Molly R. Stern, Johnny Walker, Lisa Wolstein"
388,Admission,107.0,"Comedy,Drama,Romance","Mar 22, 2013",13000000,18007317,18733666,5733666,PG-13,Paul Weitz,"Tina Fey, Paul Rudd, Michael Sheen, Nat Wolff, Wallace Shawn, Gloria Reuben, Travaris Meeks-Spears, Lily Tomlin, Ann Harada, Ben Levin (II), Daniel Joseph Levy, Maggie Keenan-Bolger, Elaine Kussack, Christopher Evan Welch, Michael Genadry, Juliet Brett, John Brodsky, Camille Branton, Sarita Choudhury, Freddie Francis, Travis Bratten, Tanisha Long, Nadia Alexander, Karen Pham, Rob Campbell, Sonya Walger, Olek Krupa, Roby Sobieski, Lauren Anne Schaffel, Brian Charles Johnson, Lipica Shah, Jarod Einsohn, Caliaf St. Aubyn, Zita-Ann Geoffrey, Laura Jordan, Sarah Quinn, Jason Blaj, Zachary Unger, Lisa Emery, Mihran Shlougian, Lynne Taylor, Brian d'Arcy James, Leigha Handcock, David Simins, Brad Wilson, Ryan McCarty, Krishna Choudhary, Ricky Lee Jones, Thomas Merckens, Alan Robert Southworth, Chris Brownell, Chris Palermo, Anthony Capers, Julia Faye Fisher, Gameela Wright"
389,Paterson,118.0,"Comedy,Drama,Romance","Dec 28, 2016",5000000,2141423,10727536,5727536,R,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Barry Shabaka Henley, Chasten Harmon, William Jackson Harper, Brian McCarthy, Luis Da Silva Jr., Jared Gilman, Kara Hayward, Method Man, Sterling Jerins, Jaden Michael, Masatoshi Nagase, Nellie, Rizwan Manji, Dominic Liriano, Frank Harts, Johnnie Mae, Trevor Parham, Troy Parham, Kacey Cockett, Helen-Jean Arthur, Joan Kendall, Owen Asztalos, Jorge Vega, Sophia Muller"
390,Keanu,100.0,"Action,Comedy,Crime","Apr 29, 2016",15000000,20591853,20688141,5688141,R,Peter Atencio,"Keegan-Michael Key, Jordan Peele, Tiffany Haddish, Method Man, Darrell Britt-Gibson, Jason Mitchell, Jamar Neighbors, Luis Guzman, Will Forte, Nia Long, Rob Huebel, Madison Wolfe, Jordyn A. Davis, James Yeargain, Brittany Seymour, Richard Holden, Nadiyah Skyy Taylor, Susan McBrien, Jenny Ballard, Ian Casselberry, Neil Wells, David A. Cole, Reginal Varice, Nicholas Hayner"
